id;category;model;time_total;time_read;time_write;input_tokens;output_tokens;tps_read;tps_write;question;model_answer;ground_truth;context_snippet;score
1108;Information Retrieval;gemini-3-flash-preview;10.571;0.0;0.0;870;327;0.0;30.94;Was ist ein Touchback?;"Ein Touchback liegt vor, wenn der Ball auf oder hinter der Goal Line, die ein Team verteidigt, dead ist, vorausgesetzt, der Impetus stammt von einem Gegner und es handelt sich nicht um einen Touchdown oder einen incomplete forward pass. Ein Ball in der End Zone, der in Richtung des Field of Play befördert wird, befindet sich so lange in der End Zone, bis der gesamte Ball im Field of Play ist.

Es ist zudem ein Touchback, wenn ein Team den Impetus gibt, der einen loose ball hinter die Goal Line des Gegners befördert und:
(a) der Ball im Besitz des Gegners in dessen End Zone dead ist;
(b) der Ball hinter der Goal Line out of bounds geht (einschließlich des Treffens des Pylons);
(c) ein Scrimmage Kick nicht von einem Spieler des Receiving Teams jenseits der Line of Scrimmage berührt wurde und der Ball den Boden oder einen Spieler des Kicking Teams auf oder hinter der Goal Line des Receivers berührt;
(d) ein legaler oder illegaler Kick die Goal Posts, Crossbar oder Uprights der Receiver berührt (außer bei einem Field Goal);
(e) die Kicker den Catch eines airborne Kicks oder einen Fair Catch hinter der Goal Line der Receiver behindern;
(f) ein Spieler des Kicking Teams einen Scrimmage Kick illegal im Field of Play fängt oder sichert und den Ball über die Goal Line trägt oder die Goal Line mit einem Körperteil berührt, während er im Ballbesitz ist.";Eine Situation, bei der der Ball in der Endzone 'tot' wird (z.B. durch Kickoff oder Interception) und das verteidigende Team den Ballbesitz erhält, normalerweise an der 20- oder 30-Yard-Line.;"SECTION 6 TOUCHBACK
ARTICLE 1. DEFINITION. It is a...";1.0
102;Reasoning & Synthesis;gemini-3-flash-preview;26.324;0.0;0.0;724;39;0.0;1.48;Was ist der Unterschied zwischen 'Field of Play' und dem gesamten Spielfeld?;Das Field of Play ist der Bereich, der durch die Goal Lines und Sidelines begrenzt wird. Das gesamte Spielfeld (Field) umfasst sowohl das Field of Play als auch die End Zones.;Das 'Field of Play' ist der Bereich zwischen den Goal Lines. Das gesamte Spielfeld beinhaltet zusätzlich die beiden Endzonen.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
204;Regulatory Constraints;gpt-5-mini;6.476;0.0;0.0;384;40;0.0;6.18;Es regnet stark und der Ball ist nass. Darf die Offense den Ball tauschen?;Ja. Bei Regen oder einem nassen, matschigen oder rutschigen Feld darf auf Anfrage des Centers der Offensive ein spielbarer Ball verwendet werden.;Ja, bei nassem oder schlammigem Wetter darf auf Anfrage des Centers ein spielbarer (trockener) Ball verwendet werden. Die Uhr wird dafür aber nicht angehalten.;"SECTION 2 SUPPLY
Each team will make 12 primary, 1...";1.0
1301;Out-of-Domain;llama3.1:8b;0.309;0.116;0.067;1532;8;13234.27;119.89;Darf das Team-Maskottchen in der Halbzeitpause Tackles gegen Zuschauer üben?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 NON-PLAYER CONDUCT
ARTICLE 1. NON-PLAYER...";1.0
1115;Out-of-Domain;llama3.3:70b;0.643;0.196;0.322;490;8;2499.03;24.82;Wie viele Punkte bekommt man für den 'Fantasy Football' Score bei einem Touchdown?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 2 TOUCHDOWN
ARTICLE 1. TOUCHDOWN PLAYS. A ...";1.0
704;Regulatory Constraints;llama3.1:8b;0.216;0.032;0.058;2062;8;64610.48;137.6;Kann nur ein Defensive-Spieler im Offside sein?;Dazu habe ich keine Informationen.;Nein. Auch Offense-Spieler können im Offside sein, wenn sie Körperteile in der Neutral Zone haben (Lined up in the neutral zone).;"SECTION 4 ACTION AT OR BEFORE THE SNAP
ARTICLE 1. ...";0.0
805;Regulatory Constraints;llama3.1:8b;8.219;0.537;2.089;2365;301;4401.37;144.06;Darf jeder Spieler den Ball fangen?;"Nein, nicht jeder Spieler darf den Ball fangen. Nach Artikel 5 sind nur bestimmte Spieler für die Fangung eines Vorwärtspasses von der Linie des Skrimmages aus zugelassen. Dazu gehören:

* Verteidiger
* Offensivspieler auf beiden Enden der Linie, vorausgesetzt sie haben die Zahlen von spielberechtigten Spielern (0-49 und 80-89) oder haben sich rechtzeitig gemeldet, um eine Position auf dem Ende der Linie zu spielen.
* Offensivspieler, die mindestens einen Yard hinter der Linie stehen, wenn das Spiel beginnt, vorausgesetzt sie haben die Zahlen von spielberechtigten Spielern (0-49 und 80-89) oder haben sich rechtzeitig gemeldet, um eine Position im Backfield zu spielen.
* Alle Offensivspieler nachdem der Ball von einem Verteidiger oder einem spielberechtigten Offensivspieler berührt wurde.
* Ein spielberechtigter Empfänger, der durch einen Foulakt eines Gegners aus dem Spiel gedrängt wird, vorausgesetzt er versucht, sofort wieder in das Spiel zurückzukehren und sich mit beiden Füßen oder einem anderen Körperteil außer seinen Händen wieder in das Spiel zu bringen.";Nein. Nur 'Eligible Receivers' (Enden der Linie, Backfield-Spieler) dürfen einen Vorwärtspass fangen. Linemen (Nr. 50-79) sind normalerweise nicht berechtigt.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";1.0
1102;Information Retrieval;llama3.3:70b;3.475;0.077;2.331;415;70;5374.68;30.03;Gib mir eine Übersicht, wie Punkte erzielt werden können.;"Punkte können auf folgende Arten erzielt werden:
- Touchdown: 6 Punkte
- Field Goal: 3 Punkte
- Safety: 2 Punkte
- Try nach einem Touchdown: 
  - als Field Goal: 1 Punkt
  - als Touchdown: 2 Punkte";Touchdown (6 Punkte), Field Goal (3 Punkte), Safety (2 Punkte), Try nach Touchdown (1 Punkt per Kick oder 2 Punkte per Spielzug).;"SECTION 1 VALUE OF SCORES
ARTICLE 1. WINNING TEAM....";1.0
802;Reasoning & Synthesis;gemini-3-flash-preview;8.905;0.0;0.0;2423;37;0.0;4.16;Was bedeutet es, dass ein Spieler sich re-etablieren muss, nachdem er out of bounds gelaufen ist?;Ein Spieler hat sich inbounds re-etabliert, wenn er sich mit beiden Füßen oder einem anderen Körperteil außer seinen Händen wieder innerhalb des Spielfelds befindet.;Er muss sich 're-establish'en. Das heißt, er muss mit beiden Füßen (oder einem Körperteil) wieder im Spielfeld landen, bevor er legal den Ball berühren darf.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";1.0
306;Information Retrieval;llama3.3:70b;2.158;0.335;1.703;658;50;1964.89;29.37;Was ist die 'Neutral Zone'?;Die Neutral Zone ist der Raum zwischen den Vor- und Rückpunkten des Balles (Ebenen) und erstreckt sich bis zu den Seitenlinien. Sie beginnt, wenn der Ball bereit für den Spielstart ist.;Das ist der Raum zwischen der vorderen und hinteren Spitze des Balls, wenn er vor dem Snap auf dem Boden liegt. Sie erstreckt sich über die gesamte Breite des Feldes.;"SECTION 18 LINE OF SCRIMMAGE, NEUTRAL ZONE
ARTICLE...";1.0
807;Reasoning & Synthesis;gemini-3-flash-preview;52.528;0.0;0.0;2430;23;0.0;0.44;Ein nicht fangberechtigter Spieler fängt den Ball, nachdem er von einem Verteidiger berührt ('gemuffed') wurde. Ist das ein Foul?;Nein. Alle offensiven Spieler sind fangberechtigt, nachdem der Ball von einem defensiven Spieler berührt wurde.;Nein. Sobald die Defense (oder ein Offizieller) den Ball berührt, werden alle Offense-Spieler fangberechtigt.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";1.0
1101;Information Retrieval;llama3.1:8b;0.198;0.024;0.058;408;8;16985.91;139.11;Gibt ein Touchdown 7 Punkte?;Dazu habe ich keine Informationen.;Nein. Ein Touchdown zählt 6 Punkte. Der 7. Punkt (Extrapunkt/PAT) ist ein separater Spielzug (Try), der nach dem Touchdown gespielt wird.;"SECTION 1 VALUE OF SCORES
ARTICLE 1. WINNING TEAM....";0.0
701;Reasoning & Synthesis;gemini-3-flash-preview;7.942;0.0;0.0;1588;258;0.0;32.48;Wann ist ein Spieler 'down'?;"Ein Spieler ist down:

*   wenn ein Runner von einem Gegner kontaktiert wird und den Boden mit einem anderen Körperteil als seinen Händen (einschließlich Handgelenk) oder Füßen (einschließlich Knöchel) berührt;
*   wenn ein Runner festgehalten oder anderweitig zurückgehalten wird, sodass sein forward progress endet;
*   wenn ein Quarterback hinter oder jenseits der Line of Scrimmage sofort auf sein Knie geht oder simuliert, auf sein Knie zu gehen;
*   wenn ein Runner sich selbst für down erklärt, indem er zu Boden fällt oder kniet und offensichtlich keine sofortigen Anstalten macht, den Spielzug fortzusetzen;
*   wenn ein Runner ein sliding oder diving (mit den Füßen oder dem Kopf voran) ausführt oder simuliert. Der Ball ist in dem Moment dead, in dem er den Boden mit etwas anderem als seinen Händen oder Füßen berührt oder beginnt, das Berühren des Bodens zu simulieren;
*   wenn ein Runner out of bounds ist;
*   wenn ein Gegner einem Runner, der sich am Boden befindet, den Ball wegnimmt;
*   wenn der Helm eines Runners vollständig abfällt.";" Ein Spieler ist 'down', wenn er von einem Gegner berührt wird und mit einem Teil seines Körpers außer den Händen (einschließlich Handgelenk) oder Füßen (einschließlich Knöchel) den Boden berührt; wenn er gehalten oder anderweitig zurückgehalten wird, sodass sein Vorwärtsfortschritt endet; wenn ein Quarterback sofort hinter oder jenseits der Line of Scrimmage auf sein Knie fällt oder so tut, als ob er auf sein Knie fällt; wenn ein Läufer sich selbst durch Fallen, Knien, Rutschen oder Tauchen als down erklärt; wenn ein Läufer aus dem Spielfeld geht; wenn ein Gegner einen Ball nimmt, der sich im Besitz eines Läufers am Boden befindet; wenn ein Vorwärtspass unvollständig ist; wenn ein legaler oder illegaler Kick die Torpfosten oder die Querlatte berührt; wenn ein loser Ball irgendwo auf dem Spielfeld zur Ruhe kommt und kein Spieler versucht, ihn zu erobern; wenn ein legaler oder illegaler Kick von den Kickern gefangen oder erobert wird (außer bei einem Scrimmage-Kick, der von hinter der Linie gekickt und hinter der Linie erobert wird); wenn ein Kickoff oder Safety-Kick zuerst den Boden oder einen Spieler vor der vorderen Yard-Linie der Landezone berührt; wenn ein Onside-Kick unberührt über die Onside-Kick-Setup-Zone hinausgeht; wenn ein Touchdown, Touchback, Safety, Field Goal oder Try erzielt wurde; wenn ein Empfänger den Ball nach einem Fair-Catch-Signal fängt oder erobert (sofern der Ball nicht von einem Gegner berührt wurde); wenn ein Offizieller irrtümlich die Pfeife bläst, während der Ball noch im Spiel ist.; wenn ein Spieler seinen Helm verliert; wenn der Ball nicht aktiv im Spiel befindliche Ausrüstung berührt; oder wenn ein Teammitglied einen Fumble aufnimmt, während eines two minute, try oder vierten downs Spielzug.";"SECTION 1 BALL IN PLAY
ARTICLE 1. LIVE BALL. After...";0.5
808;Reasoning & Synthesis;llama3.1:8b;0.671;0.132;0.425;1330;65;10062.12;152.99;Bei einer offensiven pass interference, wird der Ball beim ort des foul weitergespielt, richtig?;Nein, das ist nicht korrekt. Bei einer offensiven Pass-Interference handelt es sich um einen Verstoß gegen die Regeln durch das Offense-Team und laut Artikel 4 (a) wird hierfür ein Strafpunkt von 10 Yards verhängt.;Nein. Offensive Pass Interference ist kein Spot Foul. Es gibt 10 Yards Strafe vom Previous Spot (vorherigen Startpunkt).;"SECTION 5 PASS INTERFERENCE
ARTICLE 1. DEFINITION....";1.0
1401;Information Retrieval;gpt-5-mini;9.413;0.0;0.0;1066;16;0.0;1.7;Was ist ein 'Spot Foul'?;Dazu habe ich keine Informationen.;Ein Foul, bei dem die Strafe direkt von der Stelle aus verhängt wird, an der das Foul begangen wurde (und nicht vom vorherigen Startpunkt). Beispiele: Defensive Pass Interference.;"SECTION 3 SPOT FROM WHICH PENALTY IS ENFORCED
ARTI...";0.0
815;Out-of-Domain;gemini-3-flash-preview;2.761;0.0;0.0;779;7;0.0;2.53;Wie viel Dezibel Lärm dürfen die Fans im Stadion verursachen, bevor der Quarterback sich beschweren darf?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 2 INTENTIONAL GROUNDING
ARTICLE 1. DEFINIT...";1.0
1104;Regulatory Constraints;llama3.1:8b;0.153;0.025;0.061;1303;8;52397.46;130.25;Kann ein Punter auch ein Fieldgoal schießen?;Dazu habe ich keine Informationen.;Ja, solange der Ball regelkonform gekickt wird (Placekick oder Dropkick). Die Position des Spielers ist egal, die Technik zählt.;"SECTION 4 FIELD GOAL
ARTICLE 1. SUCCESSFUL FIELD G...";0.0
1106;Reasoning & Synthesis;gemini-3-flash-preview;9.659;0.0;0.0;474;86;0.0;8.9;Muss der Ball den Boden der Endzone oder einen Pylonen berühren, damit es ein Touchdown ist?;Nein. Ein Touchdown wird erzielt, wenn der Ball sich auf, über (above) oder hinter der Plane der Goal Line befindet. Bei einem airborne runner muss der Ball lediglich über (over) oder innerhalb des Pylonen verlaufen. Zudem kann ein Referee einen Touchdown nach einem palpably unfair act zuerkennen. Eine Berührung des Bodens oder des Pylonen ist somit nicht zwingend erforderlich.;Nein, nicht zwingend. Wenn der Spieler den Ball trägt, reicht das Durchbrechen der Linie (Airborne). Nur bei einem Loose Ball (z.B. Fumble Recovery in der Endzone) muss der Ballbesitz in der Endzone gesichert werden.;"SECTION 2 TOUCHDOWN
ARTICLE 1. TOUCHDOWN PLAYS. A ...";1.0
1601;Out-of-Domain;llama3.1:8b;1.141;0.198;0.086;1723;8;8688.36;93.12;Aus welchem Metall muss die Münze bestehen, die für den Coin Toss in der Overtime verwendet wird?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 OVERTIME PROCEDURES
ARTICLE 1. SCORE TIE...";1.0
103;Regulatory Constraints;llama3.1:8b;0.189;0.011;0.059;732;8;67208.84;134.92;Darf das Spielfeld blau sein?;Dazu habe ich keine Informationen.;Nein. Die Oberfläche muss ein von der Liga genehmigter Grünton sein.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";0.0
108;Out-of-Domain;gpt-5-mini;7.133;0.0;0.0;708;16;0.0;2.24;Wie hoch muss der Zaun um das Stadion sein, damit keine Fans auf das Feld laufen?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
803;Reasoning & Synthesis;llama3.3:70b;10.623;1.351;9.157;1972;281;1459.18;30.69;Wenn der Ball gefumbelt wird, wer bekommt dann den Ball und wo geht es weiter?;"Wenn der Ball gefumbelt wird, kann jeder Spieler beider Teams den Ball aufnehmen und vorwärts laufen, es sei denn, der Fumble erfolgt auf dem vierten Versuch (Fourth Down) oder nach der zweiminütigen Warnung. 

Wenn der Fumble zwischen den Torlinien rausgeht, wird der Ball an dem Punkt wieder ins Spiel gebracht, an dem er das Spielfeld verlassen hat, und die Mannschaft, die zuletzt im Besitz des Balls war, behält den Ball. Wenn der Fumble jedoch in die Endzone eines Teams hinein oder aus dieser heraus rausgeht, kann dies je nach Umständen zu einem Touchback oder einem Safety führen. 

Wenn ein Fumble während eines Versuchs nach der zweiminütigen Warnung oder während eines Trys passiert, darf nur der Spieler, der den Ball gefumbelt hat, oder ein gegnerischer Spieler den Ball aufnehmen und vorwärts laufen. Wenn ein Teamkamerad des Spielers, der den Fumble verursacht hat, den Ball aufnimmt, wird der Ball tot erklärt und das nächste Spiel beginnt am Ort des Fumbles oder an dem Punkt, an dem der Ball aufgenommen wurde, wenn dieser hinter dem Fumpelpunkt liegt."; Wenn der Ball gefumbelt wird, kann jeder Spieler beider Teams den Ball aufnehmen und vorwärts bewegen, außer wenn der Fumble im vierten Down, nach der Zwei-Minuten-Warnung oder während eines Trys passiert. Wenn der Fumble ins Aus geht, wird der Ball an dem Punkt wieder ins Spiel gebracht, an dem der Fumble ins Aus ging, abhängig davon, ob der Fumble vorwärts oder rückwärts ging. Wenn der Ball rückwärts ins Aus geht, bekommt das Team, das zuletzt den Ball hatte, den Ball an dem Punkt, an dem der Ball ins Aus ging. Wenn der Fumble vorwärts ins Aus geht, bekommt das Team, das zuletzt den Ball hatte, den Ball an dem Punkt des Fumbles. Wenn der Fumble in der eigenen Endzone nach vorne in Field of Play und dann ins Aus geht, führt das zu einem Safety, wenn das Team den Impuls gegeben hat, der den Ball in die Endzone gebracht hat. Wenn der Impuls vom Gegner kam, führt das zu einem Touchback. Wenn nichts davon zutrifft und es keinen Ballbesitzwechsel gab und der Ball nicht das first down erreicht hat, wird der Ball dem verteidigenden Team an dem Punkt gegeben, an dem der Ball für tot erklärt wurde.;"SECTION 7 BACKWARD PASS AND FUMBLE
ARTICLE 1. BACK...";0.5
806;Regulatory Constraints;gemini-3-flash-preview;10.874;0.0;0.0;2417;113;0.0;10.39;Wenn ein nicht fangberechtigter Spieler fängt den Ball. Welche Strafe entsteht?;"Für das Berühren oder Fangen eines Forward Pass durch einen nicht fangberechtigten Spieler sieht das Regelwerk folgende Strafen vor:

1.  Handelt es sich um einen ursprünglich nicht fangberechtigten Offensivspieler (originally ineligible offensive player), beträgt die Strafe einen Verlust von fünf Yards am previous spot.
2.  Handelt es sich um einen fangberechtigten Offensivspieler, der zuvor im Aus war (und dadurch seine Fangberechtigung verloren hat), beträgt die Strafe den Verlust des Downs am previous spot.";Illegal Touching. Die Strafe beträgt 5 Yards und beinhaltet einen 'Loss of Down'.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";1.0
1106;Reasoning & Synthesis;llama3.3:70b;3.768;0.061;3.588;496;114;8189.55;31.78;Muss der Ball den Boden der Endzone oder einen Pylonen berühren, damit es ein Touchdown ist?;Nein, das Berühren des Bodens der Endzone oder eines Pylons durch den Ball ist nicht immer erforderlich, um einen Touchdown zu erzielen. Ein Touchdown kann auch erzielt werden, wenn der Ball auf, über oder hinter der Ebene der gegnerischen Endzone ist und ein Spieler ihn besitzt, der von dem Spielfeld in die Endzone vorgerückt ist, oder wenn ein Teil des Balls über oder innerhalb eines Pylons ist, während der Spieler in der Luft ist.;Nein, nicht zwingend. Wenn der Spieler den Ball trägt, reicht das Durchbrechen der Linie (Airborne). Nur bei einem Loose Ball (z.B. Fumble Recovery in der Endzone) muss der Ballbesitz in der Endzone gesichert werden.;"SECTION 2 TOUCHDOWN
ARTICLE 1. TOUCHDOWN PLAYS. A ...";1.0
602;Reasoning & Synthesis;llama3.3:70b;3.646;0.07;3.434;3119;104;44586.49;30.28;Was passiert, wenn der Ball beim Kickoff vom Kicking Tee fällt?;Wenn der Ball beim Kickoff vom Kicking Tee fällt, müssen die Schiedsrichter das Spiel stoppen und den Zeitprozess ohne Strafe für das Kicking-Team neu starten. Wenn dies ein zweites Mal während desselben Free-Kick-Downs passiert, muss das Kicking-Team den Ball mit Hilfe eines Designated Holders (bei einem Kickoff oder Safety Kick) oder eines Holders (bei einem Onside Kick) vom Tee aus kickenden.;Das Spiel wird sofort unterbrochen, bevor ein Spielzug entstehen kann. Der Kickoff wird wiederholt. Falls der Ball ein zweites Mal während desselben Kickoff-Downs vom Tee fällt, muss der Kicker den Ball mit einem Holder kicken.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
